player_key,search_query,aliases,uuid,source,title,description,snippet,url,image_url,language,published_at,categories
deandre ayton,"(""deandre ayton"") AND NBA AND (""free agency"" OR ""free agent"" OR offseason)",deandre ayton,c8208dc2-5a09-41fb-89de-647da6b71409,cbssports.com,"NBA free agency winners and losers: Rockets, Hawks ready to take flight; Lakers, Celtics coming up empty","Also, the Grizzlies and Magic are both winners after a mutually beneficial trade and some nice signings","Well, we're through the first night of the NBA's 2025 free agency period (on the East Coast, at least) and there's been some pretty decent activity, though it t...",https://www.cbssports.com/nba/news/nba-free-agency-winners-and-losers-rockets-hawks-ready-to-take-flight-lakers-celtics-coming-up-empty/,https://sportshub.cbsistatic.com/i/r/2025/07/01/6b7d412c-3481-419e-aba4-295ac03934af/thumbnail/1200x675/68bd7e308faf2eca2388e83e7b702d15/063025-lebronjames.jpg,en,2025-07-01T05:02:45.000000Z,sports
eric gordon,"(""eric gordon"" OR gordon) AND NBA AND (""free agency"" OR ""free agent"" OR offseason)",eric gordon; gordon,83ebf031-32fa-4354-81fb-c45b26175630,espn.com,NBA free agency unresolved storylines,"The NBA's offseason flurry is winding down, but key restricted free agent and superstar extension decisions are still looming.","Bobby Marks analyzes what still needs to be done with the Warriors' roster, while Iman Shumpert gives his thoughts on the restricted free agency of Jonathan Kum...",https://www.espn.com/nba/story/_/id/45813852/nba-free-agency-unresolved-storylines-kuminga-giddey-luka-extension,https://a.espncdn.com/combiner/i?img=%2Fphoto%2F2025%2F0724%2Fr1523179_1296x729_16%2D9.jpg,en,2025-07-25T13:43:47.000000Z,sports
tre mann,"(mann OR ""tre mann"") AND NBA AND (""free agency"" OR ""free agent"" OR offseason)",mann; tre mann,41b7c487-226e-416b-accf-23de17e6637d,espn.com,"LeBron's next move, Denver's deals, more intel",Tim Bontemps and Brian Windhorst canvass the league after a week of offseason chaos.,"Tim MacMahon joins ""Get Up"" to break down why building around Luka Doncic has become the Lakers' focus. (1:09)

Open Extended Reactions

The opening week of NBA...",https://www.espn.com/nba/story/_/id/45664205/nba-free-agency-lebron-next-move-denver-deals-more-intel,https://a.espncdn.com/combiner/i?img=%2Fphoto%2F2025%2F0704%2Fr1514676_1296x729_16%2D9.jpg,en,2025-07-04T12:44:42.000000Z,sports
tim hardaway jr,"(hardaway OR ""tim hardaway"") AND NBA AND (""free agency"" OR ""free agent"" OR offseason)",hardaway; tim hardaway,da80ce60-6151-4878-a164-233050f046e1,espn.com,Deals 10 stars should get this summer,A $125 million deal for Giddey? Who could give $80 million to Kuminga? See what our resident GM is offering 10 star free agents.,"Myles Turner says the Pacers are ""built"" for the championship and defying all odds. (1:02)

Turner: 'People don't pay attention to us until we make them' (1:02)...",https://www.espn.com/nba/story/_/id/45515890/nba-free-agency-2025-deals-myles-turner-more-stars-get-summer,https://a1.espncdn.com/combiner/i?img=%2Fphoto%2F2025%2F0604%2Fr1502400_1296x729_16%2D9.jpg,en,2025-06-15T15:13:48.000000Z,sports
jakob poeltl,"(""jakob poeltl"" OR poeltl) AND NBA AND (""free agency"" OR ""free agent"" OR offseason)",jakob poeltl; poeltl,a1dd263d-c536-41b4-b39a-29ec0992ee1c,cbssports.com,2025 NBA free agency: Biggest offseason need for all 30 teams after NBA Draft,"The draft brought a flurry of trades and roster changes, so we wanted to look at each team's biggest need left heading into free agency","With the 2025 NBA Draft now in the rearview, the league can shift its full attention to free agency and the start of the new league year. We saw a flurry of tra...",https://www.cbssports.com/nba/news/2025-nba-free-agency-biggest-offseason-need-for-all-30-teams-after-nba-draft/,https://sportshub.cbsistatic.com/i/r/2025/06/27/ca925d27-5e3a-4244-b39b-e5d79d4a89aa/thumbnail/1200x675/58bc115527d8c1460b943ddfed76f296/jonathan-kuminga-michael-porter-g.jpg,en,2025-06-28T13:49:33.000000Z,sports
jakob poeltl,"(""jakob poeltl"" OR poeltl) AND NBA AND (""free agency"" OR ""free agent"" OR offseason)",jakob poeltl; poeltl,12e90a56-3fde-4833-8630-9223278d00a7,espn.com,"2025 NBA mock draft: Debating 30 Round 1 picks, need, value",Best player available? Fill a need? We played out both strategies for 30 first-round slots in the draft.,"Jonathan Givony joins ""NBA Today"" and details the options Philadelphia has with the third pick in the NBA draft. (1:22)

Why this year's NBA draft gets interest...",https://www.espn.com/nba/story/_/id/45470775/2025-nba-mock-draft-debating-30-round-1-picks-need-value-cooper-flagg,https://a1.espncdn.com/combiner/i?img=%2Fphoto%2F2024%2F1111%2Fnba_2025%2Dnba%2Dmock%2Ddraft_16x9.jpg,en,2025-06-10T12:23:13.000000Z,sports
jericho sims,"(""jericho sims"" OR sims) AND NBA AND (""free agency"" OR ""free agent"" OR offseason)",jericho sims; sims,ed51bcb6-cd6c-4dcb-87f4-34873fffadd5,cbssports.com,Explaining the Bucks' bold decision to use the stretch provision on Damian Lillard and sign Myles Turner,"Milwaukee got creative on Tuesday, but did it get much better?","The Milwaukee Bucks made an unprecedented move on Tuesday, waiving Damian Lillard with two years and $112.6 million remaining on his contract. They used the str...",https://www.cbssports.com/nba/news/explaining-the-bucks-bold-decision-to-use-the-stretch-provision-on-damian-lillard-and-sign-myles-turner/,https://sportshub.cbsistatic.com/i/r/2025/07/01/f8198878-f960-4005-90fa-70ce08a34e8f/thumbnail/1200x675/4493f089f470e35e837fbe9b6f80b882/lillard-getty.png,en,2025-07-01T19:52:29.000000Z,sports
gary harris,"(""gary harris"" OR harris) AND NBA AND (""free agency"" OR ""free agent"" OR offseason)",gary harris; harris,dcda9516-f7ec-46af-8a77-29e1e9296e68,espn.com,Which franchises belong to the Apron Club?,"Welcome to the NBA's Apron Club. Membership can get pretty expensive, so don't stay too long.","Charles Barkley previews the upcoming NBA season, praising the Thunder as the team to beat and looking forward to a wide-open race in the East. (0:45)

Open Ext...",https://www.espn.com/nba/story/_/id/45749043/nba-free-agency-which-franchises-belong-apron-club,https://a2.espncdn.com/combiner/i?img=%2Fphoto%2F2025%2F0715%2Fr1519540_1296x729_16%2D9.jpg,en,2025-07-16T14:30:15.000000Z,"sports,general"
jordan clarkson,"(""jordan clarkson"") AND NBA AND (""free agency"" OR ""free agent"" OR offseason)",jordan clarkson,a76b4702-3ab7-4cf8-a6ab-cf8323f205d8,cbssports.com,Knicks free agency rumors: New York targeting Jordan Clarkson after Jazz buyout,Clarkson would provide some much-needed scoring punch off the bench for the Knicks,The New York Knicks figure to have a quiet offseason compared to their two massive trades from a year ago when they acquired Mikal Bridges and Karl-Anthony Town...,https://www.cbssports.com/nba/news/knicks-free-agency-rumors-new-york-targeting-jordan-clarkson-after-jazz-buyout/,https://sportshub.cbsistatic.com/i/r/2025/07/01/1e79c8de-13e7-41d6-ac33-eaece716c0bd/thumbnail/1200x675/b2dcddb0bf5cd88497099e90154e3681/clarkson.jpg,en,2025-07-01T01:02:05.000000Z,sports
jordan clarkson,"(""jordan clarkson"") AND NBA AND (""free agency"" OR ""free agent"" OR offseason)",jordan clarkson,f519c41c-dc51-4e44-bf57-817916be1833,espn.com,"NBA free agency 2025: Tiering Pacers, Celtics, Knicks, every East team","From injured superstars to play-in teams making major splashes, Chris Herring runs down every team's outlook for 2025-26.","Open Extended Reactions

As the 2025 NBA postseason progressed, brutal happenings -- Achilles injuries to stars Damian Lillard, Jayson Tatum and Tyrese Haliburt...",https://www.espn.com/nba/story/_/id/45694448/nba-free-agency-2025-tiering-pacers-celtics-knicks-every-east-team,https://a.espncdn.com/combiner/i?img=%2Fphoto%2F2025%2F0402%2Fr1472790_1296x729_16%2D9.jpg,en,2025-07-09T12:13:43.000000Z,sports
jordan clarkson,"(""jordan clarkson"") AND NBA AND (""free agency"" OR ""free agent"" OR offseason)",jordan clarkson,938d4305-bdab-4449-b223-690548b3ecfb,espn.com,"What we're hearing about the Lakers, Knicks and 18 other NBA teams","With free agency set to begin at 6 p.m. ET Monday, here are the latest rumblings from across the league, from potential free agent targets to trades.","What LeBron James and the Lakers have in store for free agency (0:50)

Open Extended Reactions

It's the most exciting time of the NBA year! With the 2025 draft...",https://www.espn.com/nba/story/_/id/45612093/nba-free-agency-2025-hearing-lakers-knicks-18-other-nba-teams,https://a.espncdn.com/combiner/i?img=%2Fphoto%2F2025%2F0630%2Fr1512936_1296x729_16%2D9.jpg,en,2025-06-30T13:37:32.000000Z,sports
jordan clarkson,"(""jordan clarkson"") AND NBA AND (""free agency"" OR ""free agent"" OR offseason)",jordan clarkson,1b357dbe-4e37-411c-946b-60306b54593e,cbssports.com,"Knicks free agency: Jordan Clarkson intends to sign with New York after Jazz buyout, per reports",Clarkson would provide some much-needed scoring punch off the bench for the Knicks,The New York Knicks figure to have a quiet offseason compared to their two massive trades from a year ago when they acquired Mikal Bridges and Karl-Anthony Town...,https://www.cbssports.com/nba/news/knicks-free-agency-jordan-clarkson-intends-to-sign-with-new-york-after-jazz-buyout-per-reports/,https://sportshub.cbsistatic.com/i/r/2025/07/01/1e79c8de-13e7-41d6-ac33-eaece716c0bd/thumbnail/1200x675/b2dcddb0bf5cd88497099e90154e3681/clarkson.jpg,en,2025-07-01T01:56:07.000000Z,sports
tyus jones,"(""tyus jones"") AND NBA AND (""free agency"" OR ""free agent"" OR offseason)",tyus jones,9ab32040-99c4-41cf-afea-462fe72c49d2,cbssports.com,"NBA trade rumors: Kings interested in Russell Westbrook; Bulls may look to unload Coby White, Lonzo Ball",A look at the latest trade rumors around the league with the NBA Draft underway,"The NBA offseason is starting to heat up, and while free agency doesn't start until June 30, that hasn't stopped the rumors from flying. Trades have also been p...",https://www.cbssports.com/nba/news/nba-trade-rumors-kings-interested-in-russell-westbrook-bulls-may-look-to-unload-coby-white-lonzo-ball/,https://sportshub.cbsistatic.com/i/r/2025/06/26/9e041704-165c-47e6-a138-3646dbe33b39/thumbnail/1200x675/f4bf2736d57c92a8090055b83b2356b8/russell-westbrook-getty.jpg,en,2025-06-26T16:58:03.000000Z,sports
tyus jones,"(""tyus jones"") AND NBA AND (""free agency"" OR ""free agent"" OR offseason)",tyus jones,ee82a223-0e56-43bc-9776-291a3d758406,espn.com,"What we're hearing on Durant, Giannis, Knicks coach search",What are NBA insiders saying about the biggest offseason storylines? Tim Bontemps and Brian Windhorst canvass the league.,"Jay Williams joins Marcus and Markieff Morris to discuss why Kevin Durant and Anthony Edwards would be a ""supernova"" duo if a trade to the Timberwolves happens....",https://www.espn.com/nba/story/_/id/45500614/nba-finals-2025-hearing-durant-giannis-knicks-coach-search,https://a3.espncdn.com/combiner/i?img=%2Fphoto%2F2025%2F0301%2Fr1458061_1296x729_16%2D9.jpg,en,2025-06-13T13:22:32.000000Z,"sports,general"
caris levert,"(""caris levert"" OR levert) AND NBA AND (""free agency"" OR ""free agent"" OR offseason)",caris levert; levert,9ad3832a-e1ab-4761-b011-c8e69c7cd360,cbssports.com,NBA free agency winners and losers: Bucks go from desperate to delusional; Knicks upgrade bench; Hawks soar,"Also, are the Lakers quietly daring LeBron James to demand a trade?","Well, we're through the first night of the NBA's 2025 free agency period (on the East Coast, at least) and there's been some pretty decent activity, though it t...",https://www.cbssports.com/nba/news/nba-free-agency-winners-and-losers-bucks-go-from-desperate-to-delusional-knicks-upgrade-bench-hawks-soar/,https://sportshub.cbsistatic.com/i/r/2025/07/03/8836555d-278f-4746-adfc-80698a5b5572/thumbnail/1200x675/b79d00cc2872d006d999d975b138165c/turner-getty.png,en,2025-07-03T20:15:09.000000Z,sports
clint capela,"(capela OR ""clint capela"") AND NBA AND (""free agency"" OR ""free agent"" OR offseason)",capela; clint capela,42b1e6b8-d4c1-4957-a5b4-228f5b1cecea,cbssports.com,Biggest NBA offseason questions left: What's next for the Celtics? What will LeBron do? Aggressive Warriors?,These eight important questions will be answered over the coming days,"The biggest domino of the 2025 NBA offseason has fallen. Kevin Durant has a new home with the Houston Rockets. For now, it seems as though the other true supers...",https://www.cbssports.com/nba/news/biggest-nba-offseason-questions-left-whats-next-for-the-celtics-what-will-lebron-do-aggressive-warriors/,https://sportshub.cbsistatic.com/i/r/2025/06/25/fe6de98a-a88d-4ca9-91f2-886b80698be0/thumbnail/1200x675/15b859683e7d834ff042a727551b2ce7/jaylen-brown-getty-16.png,en,2025-06-25T00:06:21.000000Z,sports
clint capela,"(capela OR ""clint capela"") AND NBA AND (""free agency"" OR ""free agent"" OR offseason)",capela; clint capela,83a90763-141a-42a9-8bfa-ba2180481155,cbssports.com,Biggest NBA offseason questions left: What's next for Celtics? What will LeBron James do? Aggressive Warriors?,These eight important questions will be answered over the coming days,"The biggest domino of the 2025 NBA offseason has fallen. Kevin Durant has a new home with the Houston Rockets. For now, it seems as though the other true supers...",https://www.cbssports.com/nba/news/biggest-nba-offseason-questions-left-whats-next-for-celtics-what-will-lebron-james-do-aggressive-warriors/,https://sportshub.cbsistatic.com/i/r/2025/06/24/4d17af9a-4fc6-4e31-9e76-216d7b611838/thumbnail/1200x675/d1ecda038598121f1697a42453176e19/derrick-white-lebron-getty.png,en,2025-06-24T13:38:18.000000Z,sports
bobby portis,"(""bobby portis"" OR portis) AND NBA AND (""free agency"" OR ""free agent"" OR offseason)",bobby portis; portis,ce2367b9-4ece-46b8-9799-64721a1f3565,espn.com,NBA free agency fact or fiction,Did the CBA ruin NBA free agency? Bobby Marks plays,"Kendrick Perkins criticizes the Warriors for how they have handled the situation with Jonathan Kuminga. (1:14)

Open Extended Reactions

The ink wasn't even dry...",https://www.espn.com/nba/story/_/id/45862506/nba-free-agency-fact-fiction-cba-impact-end-bonuses,https://a1.espncdn.com/combiner/i?img=%2Fphoto%2F2025%2F0731%2Fr1526205_1296x729_16%2D9.jpg,en,2025-08-01T12:46:03.000000Z,"sports,general"
bobby portis,"(""bobby portis"" OR portis) AND NBA AND (""free agency"" OR ""free agent"" OR offseason)",bobby portis; portis,2cac16fd-c8b6-44fa-b307-2d36a27983ec,cbssports.com,Fantasy Basketball 2025 Free Agency Fallout: Big name free agents who stayed teams and what it means,These players have a new outlook for 2025 and we're diving into that,"With the NBA Draft complete, the focus shifted to the customary free agent period that began in earnest Monday. While several high-profile players have made dea...",https://www.cbssports.com/fantasy/basketball/news/fantasy-basketball-2025-free-agency-fallout-big-name-free-agents-who-stayed-teams-and-what-it-means/,https://sportshub.cbsistatic.com/i/r/2025/06/30/d073f13a-9657-4b47-8d3e-2e6987a3d9bb/thumbnail/1200x675/5044bce7e5f5deb15637abab6bde17f9/gettyimages-2210927116.jpg,en,2025-07-03T13:51:40.000000Z,sports
steven adams,"(adams OR ""steven adams"") AND NBA AND (""free agency"" OR ""free agent"" OR offseason)",adams; steven adams,987eeb2f-9e18-4e2c-81a9-c89e8cc0f095,cbssports.com,"Rockets sign Steven Adams to three-year, $39 million extension to keep veteran center from hitting free agency",Adams played a key role for the Rockets this year and was rewarded with a new contract,"Steven Adams will be returning to the Houston Rockets for next season and beyond, as the veteran center agreed to a new three-year, $39 million contract extensi...",https://www.cbssports.com/nba/news/rockets-sign-steven-adams-to-three-year-39-million-extension-to-keep-veteran-center-from-hitting-free-agency/,https://sportshub.cbsistatic.com/i/r/2025/06/14/0a987f2b-3561-4e80-98a5-695e59d7fc89/thumbnail/1200x675/176c7bb45048807921d79269c5ad8d29/steven-adams.jpg,en,2025-06-14T18:45:51.000000Z,sports
steven adams,"(adams OR ""steven adams"") AND NBA AND (""free agency"" OR ""free agent"" OR offseason)",adams; steven adams,a96433e3-ac4e-47be-87f4-f488673cbd3a,cbssports.com,"Rockets sign Steven Adams to 3-year, $39M extension as veteran center will not hit free agency, per report",Adams played a key role for the Rockets this year and was rewarded with a new contract,"Steven Adams will be returning to the Houston Rockets for next season and beyond, as the veteran center agreed to a new three-year, $39 million contract extensi...",https://www.cbssports.com/nba/news/rockets-sign-steven-adams-to-3-year-39m-extension-as-veteran-center-will-not-hit-free-agency-per-report/,https://sportshub.cbsistatic.com/i/r/2025/06/14/0a987f2b-3561-4e80-98a5-695e59d7fc89/thumbnail/1200x675/176c7bb45048807921d79269c5ad8d29/steven-adams.jpg,en,2025-06-14T19:24:22.000000Z,sports
